Cat.No,Compound name,Target Class,Primary Target*,Primary Action,Brief Description,Batch,Product Data Sheet,Plate Number,Plate Location
1436,MDL 12330A hydrochloride,Enzymes,Adenylyl Cyclase,Inhibitor,Adenylyl cyclase inhibitor; also cyclic nucleotide PDE inhibitor,2,Datasheet_1436,2,D07
1530,Lovastatin,Enzymes,HMG-CoA Reductase,Inhibitor,Potent HMG-CoA reductase inhibitor,1,Datasheet_1530,2,E09
1580,Purvalanol A,Enzymes,Cyclin-dependent Kinase,Inhibitor,"Cdk inhibitor; potently inhibits cdk1, cdk2 and cdk5",3,Datasheet_1580,2,F04
1581,Purvalanol B,Enzymes,Cyclin-dependent Kinase,Inhibitor,"Selective cdk inhibitor; potently inhibits cdk1, cdk2 and cdk5",6,Datasheet_1581,2,F05
1614,SB 431542,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,"Potent, selective inhibitor of TGF-βRI, ALK4 and ALK7",14,Datasheet_1614,2,G02
1637,Argatroban,Enzymes,Other Proteases,Inhibitor,Potent thrombin inhibitor,1,Datasheet_1637,2,G06
1646,Lonidamine,Enzymes,Hexokinases,Inhibitor,Mitochondrial hexokinase inhibitor,3,Datasheet_1646,2,G07
1692,Cilostazol,Enzymes,Phosphodiesterases,Inhibitor,PDE3A inhibitor. Also adenosine uptake inhibitor,1,Datasheet_1692,2,H03
1694,Ibudilast,Enzymes,Phosphodiesterases,Inhibitor,PDE inhibitor (non-selective),1,Datasheet_1694,2,H04
1706,Acetaminophen,Enzymes,Cyclooxygenase,Inhibitor,Cyclooxygenase inhibitor; may be selective for COX-3,1,Datasheet_1706,2,H08
1777,Arctigenin,Enzymes,MEK,Inhibitor,Potent MEK1 inhibitor. Also inhibits IκBα phosphorylation,3,Datasheet_1777,3,A03
1867,NSC 663284,Enzymes,Cdc25 Phosphatase,Inhibitor,"Potent, selective Cdc25 phosphatase inhibitor",1,Datasheet_1867,3,B03
1870,BTS,Enzymes,Myosin,Inhibitor,Selective inhibitor of skeletal muscle myosin II ATPase activity,1,Datasheet_1870,3,B04
1941,m-3M3FBS,Enzymes,Phospholipases,Activator,Phospholipase C activator,1,Datasheet_1941,3,B05
1942,o-3M3FBS,Enzymes,Phospholipases,Activator,Inactive analog of m-3M3FBS (Cat. No. 1941),1,Datasheet_1942,3,B06
1965,Simvastatin,Enzymes,HMG-CoA Reductase,Inhibitor,HMG-CoA reductase inhibitor,3,Datasheet_1965,3,B11
2002,Ro 31-8220 mesylate,Enzymes,Broad Spectrum Protein Kinase Inhibitors,Inhibitor,Protein kinase inhibitor,2,Datasheet_2002,3,C09
2006,Paxilline,Enzymes,Ca2+-ATPase,Blocker,SERCA ATPase blocker. Also potent BKCa channel blocker,7,Datasheet_2006,3,C11
2072,Aminopurvalanol A,Enzymes,Cyclin-dependent Kinase,Inhibitor,"Selective cdk inhibitor; potently inhibits cdk1, cdk2 and cdk5",1,Datasheet_2072,3,D08
2151,API-2,Enzymes,Akt (Protein Kinase B),Inhibitor,Selective inhibitor of Akt/PKB signaling. Antitumor and antiviral,3,Datasheet_2151,3,E02
2161,NSC 23766,Enzymes,Rho,Inhibitor,Selective inhibitor of Rac1-GEF interaction; antioncogenic,5,Datasheet_2161,3,E04
2176,BVT 948,Enzymes,Protein Tyrosine Phosphatases,Inhibitor,Non-competitive protein tyrosine phosphatase inhibitor,3,Datasheet_2176,3,E06
2194,R 59-022,Enzymes,Diacylglycerol Kinase,Inhibitor,Diacylglycerol kinase inhibitor; increases PKC activity,1,Datasheet_2194,3,E10
2227,CI 976,Enzymes,Acyl-CoA:Cholesterol Acyltransferase,Inhibitor,Selective ACAT inhibitor,1,Datasheet_2227,3,F06
2237,BRL 50481,Enzymes,Phosphodiesterases,Inhibitor,Selective PDE7 inhibitor,1,Datasheet_2237,3,F08
2275,TBB,Enzymes,Casein Kinase 2,Inhibitor,Selective cell-permeable CK2 inhibitor,2,Datasheet_2275,3,G02
2318,Pravastatin sodium salt,Enzymes,HMG-CoA Reductase,Inhibitor,HMG-CoA reductase inhibitor,3,Datasheet_2318,3,H04
2324,Necrostatin-1,Enzymes,RIP Kinases,Inhibitor,RIP1 kinase inhibitor; inhibits necroptosis,2,Datasheet_2324,3,H05
2337,Trequinsin hydrochloride,Enzymes,Phosphodiesterases,Inhibitor,Highly potent PDE3 inhibitor,1,Datasheet_2337,3,H08
2347,Salubrinal,Enzymes,Protein Ser/Thr Phosphatases,Inhibitor,Selective inhibitor of eIF2α dephosphorylation,1,Datasheet_2347,3,H11
2416,BIBX 1382 dihydrochloride,Enzyme-Linked Receptors,EGFR,Inhibitor,Highly selective EGFR-kinase inhibitor,1,Datasheet_2416,4,B03
2442,CGP 53353,Enzymes,Protein Kinase C,Inhibitor,Selective inhibitor of PKCβII,1,Datasheet_2442,4,B05
2457,Arcyriaflavin A,Enzymes,Cyclin-dependent Kinase,Inhibitor,Potent cdk4 inhibitor; also potently inhibits CaM kinase II; antiviral,1,Datasheet_2457,4,B08
2458,ZM 447439,Enzymes,Aurora Kinases,Inhibitor,Inhibits Aurora kinase B,4,Datasheet_2458,4,B09
2471,ER 27319 maleate,Enzymes,Syk Kinase,Inhibitor,Selective Syk kinase inhibitor,1,Datasheet_2471,4,C02
2475,ZM 323881 hydrochloride,Enzyme-Linked Receptors,VEGFR,Inhibitor,"Potent, selective inhibitor of VEGFR-2",1,Datasheet_2475,4,C04
2489,C 75,Enzymes,Fatty Acid Synthase,Inhibitor,Potent fatty acid synthase inhibitor; proapoptotic,3,Datasheet_2489,4,C08
2506,SSR 69071,Enzymes,Elastase,Inhibitor,"Potent, orally active human leukocyte elastase inhibitor",2,Datasheet_2506,4,C10
2513,Acyclovir,Enzymes,RNA/DNA Polymerase,Inhibitor,Inhibits viral DNA polymerase; antiherpetic agent,2,Datasheet_2513,4,D02
2520,PD 166793,Enzymes,Matrix Metalloprotease,Inhibitor,Broad spectrum MMP inhibitor,1,Datasheet_2520,4,D04
2539,IKK 16,Enzymes,IkB Kinase,Inhibitor,Selective inhibitor of IKK,2,Datasheet_2539,4,D07
2542,Ki 8751,Enzyme-Linked Receptors,VEGFR,Inhibitor,"Potent, selective VEGFR-2 inhibitor",2,Datasheet_2542,4,D08
2558,10-DEBC hydrochloride,Enzymes,Akt (Protein Kinase B),Inhibitor,Selective Akt/PKB inhibitor,1,Datasheet_2558,4,D11
2559,TPCA-1,Enzymes,IkB Kinase,Inhibitor,"Potent, selective inhibitor of IKKβ",5,Datasheet_2559,4,E02
2560,SB 218078,Enzymes,Checkpoint Kinases,Inhibitor,Chk1 inhibitor,1,Datasheet_2560,4,E03
2580,Tenidap,Enzymes,Cyclooxygenase,Inhibitor,"NSAID, cyclooxygenase (COX-1) inhibitor. Also opener of KIR2.3",1,Datasheet_2580,4,E06
2609,Ryuvidine,Enzymes,Other Lysine Methyltransferases,Inhibitor,SETD8 inhibitor; also CDK4 inhibitor,2,Datasheet_2609,4,F02
2615,PD 158780,Enzyme-Linked Receptors,EGFR,Inhibitor,Potent ErbB receptor family inhibitor,1,Datasheet_2615,4,F03
2624,Decitabine,Enzymes,DNA Methyltransferases,Inhibitor,DNA methyltransferase inhibitor,3,Datasheet_2624,4,F04
2632,CL 82198 hydrochloride,Enzymes,Matrix Metalloprotease,Inhibitor,Selective inhibitor of MMP-13,2,Datasheet_2632,4,F05
2633,WAY 170523,Enzymes,Matrix Metalloprotease,Inhibitor,Potent and selective inhibitor of MMP-13,2,Datasheet_2633,4,F06
2682,Sodium 4-Phenylbutyrate,Enzymes,Non-selective HDACs,Inhibitor,Histone deacetylase inhibitor,5,Datasheet_2682,4,G05
2684,SN 38,Enzymes,DNA Topoisomerase,Inhibitor,DNA topoisomerase I inhibitor; antitumor,2,Datasheet_2684,4,G06
2688,CPT 11,Enzymes,DNA Topoisomerase,Inhibitor,DNA topoisomerase I inhibitor; antitumor,2,Datasheet_2688,4,G08
2694,PD 407824,Enzymes,Checkpoint Kinases,Inhibitor,Potent and selective inhibitor of Chk1 and Wee1,1,Datasheet_2694,4,G09
2718,LY 364947,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,Selective inhibitor of TGF-βRI,1,Datasheet_2718,4,H02
2731,CGP 57380,Enzymes,Mnk,Inhibitor,Selective inhibitor of Mnk1,3,Datasheet_2731,4,H07
2768,PQ 401,Enzyme-Linked Receptors,Insulin and insulin-like Receptors,Inhibitor,IGF1R inhibitor,1,Datasheet_2768,5,A05
2783,DPPI 1c hydrochloride,Enzymes,Dipeptidyl Peptidase IV (DPP-IV),Inhibitor,Dipeptidyl peptidase IV (DPP-IV) inhibitor,4,Datasheet_2783,5,A09
2794,PP 3,Enzymes,Src Kinases,Inhibitor,Negative control for PP 2 (Cat. No. 1407),2,Datasheet_2794,5,A11
2815,"Valproic acid, sodium salt",Enzymes,Non-selective HDACs,Inhibitor,Histone deacetylase inhibitor,1,Datasheet_2815,5,B02
2827,TCS JNK 5a,Enzymes,JNK/c-jun,Inhibitor,Selective inhibitor of JNK2 and JNK3,1,Datasheet_2827,5,B03
2840,AICAR,Enzymes,AMPK,Activator,AMPK activator,7,Datasheet_2840,5,B08
2845,IBMX,Enzymes,Phosphodiesterases,Inhibitor,PDE inhibitor (non-selective),8,Datasheet_2845,5,B09
2849,SecinH3,Enzymes,Arf,Inhibitor,Sec7-specific GEF inhibitor; selective for cytohesin family,3,Datasheet_2849,5,B10
2850,PD 146176,Enzymes,Lipoxygenase,Inhibitor,Selective 15-lipoxygenase inhibitor,1,Datasheet_2850,5,B11
2864,Metformin hydrochloride,Enzymes,AMPK,Activator,Activator of LKB1/AMPK; antidiabetic agent,2,Datasheet_2864,5,C02
2870,BMS 299897,Enzymes,Gamma-Secretase,Inhibitor,Potent γ-secretase inhibitor,2,Datasheet_2870,5,C04
2902,D 4476,Enzymes,Casein Kinase 1,Inhibitor,Selective CK1 inhibitor. Also inhibits TGF-βRI,2,Datasheet_2902,5,C08
2907,SU 9516,Enzymes,Cyclin-dependent Kinase,Inhibitor,Cdk inhibitor; potently inhibits cdk1 and cdk2,2,Datasheet_2907,5,C09
2910,H 89 dihydrochloride,Enzymes,Protein Kinase A,Inhibitor,Protein kinase A inhibitor,6,Datasheet_2910,5,C10
2930,PI 103 hydrochloride,Enzymes,PI 3-Kinase,Inhibitor,"Inhibitor of PI 3-kinase, mTOR and DNA-PK",3,Datasheet_2930,5,D05
2952,CI 994,Enzymes,Class I HDACs,Inhibitor,Class I histone deacetylase inhibitor; orally active,1,Datasheet_2952,5,D07
2966,CGP 3466B maleate,Enzymes,Other Dehydrogenases,Inhibitor,GAPDH inhibitor; neuroprotective,1,Datasheet_2966,5,D11
2977,GW 843682X,Enzymes,Polo-like Kinase,Inhibitor,Selective inhibitor of PLK1 and PLK3,2,Datasheet_2977,5,E04
2979,TCS PIM-1 1,Enzymes,Pim Kinase,Inhibitor,"Selective, ATP-competitive Pim-1 kinase inhibitor",2,Datasheet_2979,5,E05
2981,BIBR 1532,Enzymes,Telomerase,Inhibitor,Selective telomerase inhibitor,3,Datasheet_2981,5,E06
3000,Iressa,Enzyme-Linked Receptors,EGFR,Inhibitor,"Orally active, selective EGFR inhibitor",3,Datasheet_3000,5,E09
3037,SU 5416,Enzyme-Linked Receptors,VEGFR,Inhibitor,"VEGFR inhibitor. Also inhibits KIT, RET, MET and FLT3",6,Datasheet_3037,5,F03
3044,PD 173074,Enzyme-Linked Receptors,FGFR,Inhibitor,FGFR1 and -3 inhibitor,5,Datasheet_3044,5,F05
3063,1-Naphthyl PP1,Enzymes,Src Kinases,Inhibitor,Src family kinase inhibitor; also inhibits c-Abl,2,Datasheet_3063,5,F08
3066,L 006235,Enzymes,Cathepsin,Inhibitor,Potent cathepsin K inhibitor,3,Datasheet_3066,5,F09
3081,Nafamostat mesylate,Enzymes,Other Proteases,Inhibitor,"Serine protease inhibitor, inhibits tryptase",3,Datasheet_3081,5,G02
3093,Dorsomorphin dihydrochloride,Enzymes,AMPK,Inhibitor,Potent AMPK inhibitor; also BMP type I receptor inhibitor,5,Datasheet_3093,5,G05
3094,Flavopiridol hydrochloride,Enzymes,Cyclin-dependent Kinase,Inhibitor,Cdk inhibitor; potently inhibits cdk2 and cdk9,1,Datasheet_3094,5,G06
3118,Ranolazine dihydrochloride,Enzymes,Other Dehydrogenases,Activator,"Antianginal, activates pyruvate dehydrogenase",2,Datasheet_3118,5,H02
3140,PHA 767491 hydrochloride,Enzymes,MK2,Inhibitor,MK2 inhibitor; also cdk inhibitor; potently inhibits cdk9,2,Datasheet_3140,5,H07
3190,Mirin,Enzymes,ATM & ATR Kinase,Inhibitor,MRN-ATM pathway inhibitor,2,Datasheet_3190,5,H10
3211,SB 525334,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,Selective inhibitor of TGF-βRI,4,Datasheet_3211,6,A06
3239,PF 573228,Enzymes,Focal Adhesion Kinase,Inhibitor,Potent and selective FAK inhibitor,3,Datasheet_3239,6,A10
3253,Triptolide,Enzymes,RNA/DNA Polymerase,Other,"Inhibits RNAPII-mediated transcription; antitumor, anti-inflammatory and immunosuppressive",3,Datasheet_3253,6,B04
3254,Ro 61-8048,Enzymes,Kynurenine 3-monooxygenase,Inhibitor,Potent kynurenine 3-monooxygenase (KMO) inhibitor,5,Datasheet_3254,6,B05
3255,PJ 34 hydrochloride,Enzymes,Poly(ADP-ribose) Polymerase,Inhibitor,Potent PARP inhibitor,4,Datasheet_3255,6,B06
3263,SB 505124,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,"Selective inhibitor of TGF-βRI, ALK4 and ALK7",2,Datasheet_3263,6,B09
3264,GW 788388,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,Potent and selective inhibitor of TGF-βRI,1,Datasheet_3264,6,B10
3269,SD 208,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,Potent ATP-competitive TGF-βRI inhibitor,4,Datasheet_3269,6,B11
3291,PF 915275,Enzymes,11b-Hydroxysteroid Dehydrogenase,Inhibitor,Potent and selective 11β-hydroxysteroid dehydrogenase inhibitor,2,Datasheet_3291,6,C04
3292,Metyrapone,Enzymes,Hydroxylases,Inhibitor,11-β hydroxylase inhibitor,4,Datasheet_3292,6,C05
3295,RG 108,Enzymes,DNA Methyltransferases,Inhibitor,Non-nucleoside DNA methyltransferase inhibitor,2,Datasheet_3295,6,C06
3301,NU 6140,Enzymes,Cyclin-dependent Kinase,Inhibitor,Cdk2 inhibitor; also potent inhibitor of aurora kinase A and B,1,Datasheet_3301,6,C09
3304,SU 16f,Enzyme-Linked Receptors,PDGFR,Inhibitor,Potent and selective PDGFRβ inhibitor,1,Datasheet_3304,6,C11
3308,Zileuton,Enzymes,Lipoxygenase,Inhibitor,5-LOX inhibitor; orally bioavailable,1,Datasheet_3308,6,D02
3314,BI 78D3,Enzymes,JNK/c-jun,Inhibitor,"Selective, competitive JNK inhibitor",1,Datasheet_3314,6,D04
3316,PF 670462,Enzymes,Casein Kinase 1,Inhibitor,Potent and selective CK1ε and CK1δ inhibitor,1,Datasheet_3316,6,D05
3319,ARL 17477 dihydrochloride,Enzymes,nNOS,Inhibitor,Selective nNOS inhibitor,1,Datasheet_3319,6,D06
3324,QS 11,Enzymes,Arf,Inhibitor,ARFGAP1 inhibitor; modulates Wnt/β-catenin signaling,3,Datasheet_3324,6,D08
3327,CID 755673,Enzymes,Protein Kinase D,Inhibitor,Selective protein kinase D inhibitor,3,Datasheet_3327,6,D10
3352,JNJ 28871063 hydrochloride,Enzyme-Linked Receptors,EGFR,Inhibitor,Potent ErbB receptor family inhibitor,2,Datasheet_3352,6,E05
3364,BIX 01294,Enzymes,G9a/GLP,Inhibitor,GLP and G9a inhibitor,2,Datasheet_3364,6,E08
3388,Anastrozole,Enzymes,Cytochrome P450,Inhibitor,Potent aromatase (CYP19) inhibitor,1,Datasheet_3388,6,F08
3506,NVP DPP 728 dihydrochloride,Enzymes,Dipeptidyl Peptidase IV (DPP-IV),Inhibitor,"Potent, orally active dipeptidyl peptidase IV (DPP-IV) inhibitor",1,Datasheet_3506,6,G08
3528,SCIO 469 hydrochloride,Enzymes,p38,Inhibitor,Selective p38 MAPK inhibitor,1,Datasheet_3528,6,G11
3530,HQL 79,Enzymes,Other Synthases/Synthetases,Inhibitor,Human hematopoietic prostaglandin D synthase (H-PGDS) inhibitor,1,Datasheet_3530,6,H02
3531,AT 56,Enzymes,Other Synthases/Synthetases,Inhibitor,L-PGDS inhibitor,2,Datasheet_3531,6,H03
3535,Sivelestat sodium salt,Enzymes,Elastase,Inhibitor,Selective leukocyte elastase inhibitor,3,Datasheet_3535,6,H05
3542,CP 316819,Enzymes,Phosphorylases,Inhibitor,Selective glycogen phosphorylase inhibitor,1,Datasheet_3542,6,H06
3567,TC-S 7003,Enzymes,Src Kinases,Inhibitor,Potent Lck inhibitor,1,Datasheet_3567,6,H10
3572,GSK 650394,Enzymes,Other Kinases,Inhibitor,Serum- and glucocorticoid-regulated kinase (SGK) inhibitor,3,Datasheet_3572,7,A03
3575,VU 0155069,Enzymes,Phospholipases,Inhibitor,Potent and selective PLD1 inhibitor,1,Datasheet_3575,7,A05
3587,A 922500,Enzymes,Diacylglycerol O-Acyltransferase,Inhibitor,Potent DGAT-1 inhibitor,2,Datasheet_3587,7,A10
3595,CHR 2797,Enzymes,Aminopeptidases,Inhibitor,Aminopeptidase inhibitor,4,Datasheet_3595,7,A11
3600,FIPI,Enzymes,Phospholipases,Inhibitor,Phospholipase D inhibitor,3,Datasheet_3600,7,B02
3605,(R)-CR8,Enzymes,Cyclin-dependent Kinase,Inhibitor,Cdk inhibitor; potently inhibits cdk1 and cdk2; also inhibits CK1,1,Datasheet_3605,7,B04
3607,SU 3327,Enzymes,JNK/c-jun,Inhibitor,Selective JNK inhibitor,1,Datasheet_3607,7,B05
3642,Src I1,Enzymes,Src Kinases,Inhibitor,Dual site Src kinase inhibitor,1,Datasheet_3642,7,B11
3657,Sal 003,Enzymes,Protein Ser/Thr Phosphatases,Inhibitor,Cell-permeable inhibitor of eIF2α dephosphorylation,1,Datasheet_3657,7,C06
3667,SR 3677 dihydrochloride,Enzymes,Rho-kinases,Inhibitor,"Potent, selective Rho-kinase (ROCK) inhibitor",2,Datasheet_3667,7,C09
3706,FR 180204,Enzymes,ERK,Inhibitor,Selective ERK inhibitor,3,Datasheet_3706,7,D07
3718,AS 1949490,Enzymes,Inositol Phosphatases,Inhibitor,SH2 domain-containing inositol 5'-phosphatase 2 (SHIP2) inhibitor,1,Datasheet_3718,7,D09
3724,PD 161570,Enzyme-Linked Receptors,FGFR,Inhibitor,Selective FGFR inhibitor,1,Datasheet_3724,7,E02
3726,GSK 429286,Enzymes,Rho-kinases,Inhibitor,Selective Rho-kinase (ROCK) inhibitor,3,Datasheet_3726,7,E03
3742,RepSox,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,Potent and selective inhibitor of TGF-βRI,4,Datasheet_3742,7,E05
3748,XAV 939,Enzymes,Tankyrase,Inhibitor,Potent tankyrase inhibitor,5,Datasheet_3748,7,E09
3768,Sunitinib malate,Enzyme-Linked Receptors,VEGFR,Inhibitor,"Potent VEGFR, PDGFRβ and KIT inhibitor",1,Datasheet_3768,7,F06
3784,Sildenafil citrate,Enzymes,Phosphodiesterases,Inhibitor,Potent PDE5 inhibitor; orally active,1,Datasheet_3784,7,F08
3785,PD 166285 dihydrochloride,Enzymes,Src Kinases,Inhibitor,"Potent Src inhibitor; also inhibits FGFR1, PDGFRβ and Wee1",1,Datasheet_3785,7,F09
3786,Celecoxib,Enzymes,Cyclooxygenase,Inhibitor,Selective cyclooxygenase-2 (COX-2) inhibitor,1,Datasheet_3786,7,F10
3835,TWS 119,Enzymes,Glycogen Synthase Kinase 3,Inhibitor,GSK-3β inhibitor; induces neuronal differentiation in ESCs,2,Datasheet_3835,7,G10
3836,JZL 184,Enzymes,MAGL,Inhibitor,Potent MAGL inhibitor,4,Datasheet_3836,7,G11
3842,5-Azacytidine,Enzymes,DNA Methyltransferases,Inhibitor,DNA methyltransferase inhibitor,2,Datasheet_3842,7,H03
3852,Tranylcypromine hydrochloride,Enzymes,Histone Demethylases,Inhibitor,Irreversible inhibitor of LSD1; also inhibits MAO,3,Datasheet_3852,7,H05
3869,TCS 2002,Enzymes,Glycogen Synthase Kinase 3,Inhibitor,Potent GSK-3β inhibitor,1,Datasheet_3869,7,H09
3872,EHT 1864,Enzymes,Rho,Inhibitor,Potent Rac family inhibitor,2,Datasheet_3872,7,H10
3900,TCS 2314,Enzyme-Linked Receptors,Integrins,Inhibitor,α4β1 (VLA-4) antagonist,1,Datasheet_3900,8,A08
3914,A 419259 trihydrochloride,Enzymes,Src Kinases,Inhibitor,Inhibitor of Src family kinases,2,Datasheet_3914,8,B02
3915,VX 745,Enzymes,p38,Inhibitor,Potent and selective p38α inhibitor,1,Datasheet_3915,8,B03
3916,VX 702,Enzymes,p38,Inhibitor,Orally active p38α and p38β inhibitor,1,Datasheet_3916,8,B04
3919,SC 236,Enzymes,Cyclooxygenase,Inhibitor,Selective cyclooxygenase-2 (COX-2) inhibitor,1,Datasheet_3919,8,B05
3920,AMG 548,Enzymes,p38,Inhibitor,Potent and selective p38α inhibitor,1,Datasheet_3920,8,B06
3960,NVP 231,Enzymes,Other Kinases,Inhibitor,"Potent, selective and reversible CerK inhibitor",1,Datasheet_3960,8,C03
3963,AZM 475271,Enzymes,Src Kinases,Inhibitor,Src tyrosine kinase inhibitor,1,Datasheet_3963,8,C05
3966,AR-A 014418,Enzymes,Glycogen Synthase Kinase 3,Inhibitor,Selective GSK-3 inhibitor,1,Datasheet_3966,8,C06
3968,AZD 5438,Enzymes,Cyclin-dependent Kinase,Inhibitor,"Cdk inhibitor; potently inhibits cdk1, 2, 5 and 9",1,Datasheet_3968,8,C07
3984,Nutlin-3,Enzymes,Ubiquitin E3 Ligases,Inhibitor,MDM2 antagonist; inhibits MDM2-p53 interaction,2,Datasheet_3984,8,C08
3988,Hesperadin hydrochloride,Enzymes,Aurora Kinases,Inhibitor,Potent Aurora kinase B inhibitor,1,Datasheet_3988,8,C10
3994,AZ 3146,Enzymes,Monopolar Spindle 1 Kinase,Inhibitor,Potent and selective Mps1 kinase inhibitor,1,Datasheet_3994,8,C11
4000,MRK 560,Enzymes,Gamma-Secretase,Inhibitor,γ-secretase inhibitor; attenuates amyloid plaque deposition,1,Datasheet_4000,8,D02
4005,Alda 1,Enzymes,Aldehyde Dehydrogenase,Activator,ALDH2 activator; cardioprotective,1,Datasheet_4005,8,D03
4009,GSK 269962,Enzymes,Rho-kinases,Inhibitor,Potent and selective ROCK inhibitor,1,Datasheet_4009,8,D04
4032,PF 4708671,Enzymes,RSK,Inhibitor,S6K1 inhibitor,3,Datasheet_4032,8,D08
4076,P7C3,Enzymes,NAMPT,Activator,NAMPT activator; also proneurogenic and neuroprotective,1,Datasheet_4076,8,E05
4083,3F8,Enzymes,Glycogen Synthase Kinase 3,Inhibitor,Potent and selective GSK-3β inhibitor,1,Datasheet_4083,8,E07
4092,Aspirin,Enzymes,Cyclooxygenase,Inhibitor,Cyclooxygenase inhibitor; NSAID,1,Datasheet_4092,8,E10
4102,Mycophenolate mofetil,Enzymes,Other Dehydrogenases,Inhibitor,Inosine monophosphate dehydrogenase inhibitor,2,Datasheet_4102,8,F02
4118,SB 772077B dihydrochloride,Enzymes,Rho-kinases,Inhibitor,Potent Rho-kinase inhibitor; vasodilator,1,Datasheet_4118,8,F06
4126,DMH-1,Enzyme-Linked Receptors,BMP and Other Activin Receptors,Inhibitor,Selective ALK2 inhibitor,3,Datasheet_4126,8,F08
4128,Bisindolylmaleimide II,Enzymes,Protein Kinase C,Inhibitor,Potent PKC inhibitor; also potent nAChR antagonist,1,Datasheet_4128,8,F09
4132,XMD 8-92,Enzymes,ERK,Inhibitor,ERK5/BMK1 inhibitor; also BRD4 inhibitor,2,Datasheet_4132,8,F10
4143,GSK 2334470,Enzymes,Phosphoinositide-dependent Kinase 1,Inhibitor,"Highly potent, selective PDPK1 (PDK1) inhibitor",1,Datasheet_4143,8,G03
4144,GSK 690693,Enzymes,Akt (Protein Kinase B),Inhibitor,Akt kinase inhibitor. Antitumor,1,Datasheet_4144,8,G04
4145,PK 44 phosphate,Enzymes,Dipeptidyl Peptidase IV (DPP-IV),Inhibitor,Potent and selective dipeptidyl peptidase IV (DPP-IV) inhibitor,1,Datasheet_4145,8,G05
4165,Gisadenafil besylate,Enzymes,Phosphodiesterases,Inhibitor,Potent PDE5 inhibitor; orally bioavailable,1,Datasheet_4165,8,G06
4171,VU 0364739 hydrochloride,Enzymes,Phospholipases,Inhibitor,Potent and selective PLD2 inhibitor,2,Datasheet_4171,8,G09
4181,Ro 3306,Enzymes,Cyclin-dependent Kinase,Inhibitor,Cdk1 inhibitor,2,Datasheet_4181,8,H03
4188,UK 383367,Enzymes,Matrix Metalloprotease,Inhibitor,Potent and selective BMP-1 (PCP) inhibitor,1,Datasheet_4188,8,H06
4189,SC 26196,Enzymes,Other Oxygenases/Oxidases,Inhibitor,Selective fatty acid desaturase 2 inhibitor,1,Datasheet_4189,8,H07
4196,HA 130,Enzymes,Autotaxin,Inhibitor,Potent and selective autotaxin inhibitor,1,Datasheet_4196,8,H09
4206,Valdecoxib,Enzymes,Cyclooxygenase,Inhibitor,Selective and potent COX-2 inhibitor,1,Datasheet_4206,8,H11
4222,Dynole 34-2,Enzymes,Dynamin,Inhibitor,Dynamin I inhibitor,1,Datasheet_4222,9,A04
4228,A 286982,Enzyme-Linked Receptors,Integrins,Inhibitor,Potent inhibitor of the LFA-1/ICAM-1 interaction,1,Datasheet_4228,9,A05
4248,Torin 2,Enzymes,mTOR,Inhibitor,Potent and selective mTOR inhibitor,3,Datasheet_4248,9,A07
4257,PP 242,Enzymes,mTOR,Inhibitor,Dual mTORC1/mTORC2 inhibitor,3,Datasheet_4257,9,A11
4266,ML 141,Enzymes,Rho,Inhibitor,Selective Cdc42 Rho family inhibitor,2,Datasheet_4266,9,B02
4273,LRRK2-IN-1,Enzymes,LRRK2,Inhibitor,Potent and selective LRRK2 inhibitor,1,Datasheet_4273,9,B04
4277,PF 477736,Enzymes,Checkpoint Kinases,Inhibitor,Selective Chk1 inhibitor,1,Datasheet_4277,9,B05
4278,PF 431396,Enzymes,Focal Adhesion Kinase,Inhibitor,Dual FAK/PYK2 inhibitor,2,Datasheet_4278,9,B06
4281,PF 4800567 hydrochloride,Enzymes,Casein Kinase 1,Inhibitor,Selective casein kinase 1ε inhibitor,2,Datasheet_4281,9,B07
4307,YC 1,Enzymes,Guanylyl Cyclase,Activator,Soluble guanylyl cyclase (sGC) activator; induces G1 cell cycle arrest,1,Datasheet_4307,9,C05
4308,Rasagiline mesylate,Enzymes,Monoamine Oxidase,Inhibitor,Selective and irreversible MAO-B inhibitor,1,Datasheet_4308,9,C06
4336,TG 003,Enzymes,Cdc2-like kinases,Inhibitor,Potent inhibitor of Clk-family kinases; also inhibits DYRK1A/B,2,Datasheet_4336,9,D03
4343,UNC 0638,Enzymes,G9a/GLP,Inhibitor,Selective G9a and GLP inhibitor,2,Datasheet_4343,9,D04
4350,Axitinib,Enzyme-Linked Receptors,VEGFR,Inhibitor,"Potent VEGFR-1, -2 and -3 inhibitor",1,Datasheet_4350,9,D08
4355,TC-F 2,Enzymes,Fatty Acid Amide Hydrolase (FAAH),Inhibitor,"Potent, reversible and selective FAAH inhibitor",1,Datasheet_4355,9,D11
4361,Bosutinib,Enzymes,Src Kinases,Inhibitor,Dual Src-Abl inhibitor; antiproliferative,1,Datasheet_4361,9,E02
