UniProtKB,Entry_Name,Cluster
Q9UKF5,ADA29_HUMAN,Protease
Q9UKJ8,ADA21_HUMAN,Protease
O43506,ADA20_HUMAN,Protease
Q9UKF2,ADA30_HUMAN,Protease
Q13443,ADAM9_HUMAN,Protease
Q9ULB1,NRX1A_HUMAN,
Q9P2S2,NRX2A_HUMAN,
Q9Y4C0,NRX3A_HUMAN,
O60494,CUBN_HUMAN,
Q4LDE5,SVEP1_HUMAN,
P68133,ACTS_HUMAN,Actin
P68032,ACTC_HUMAN,Actin
P62736,ACTA_HUMAN,Actin
P63267,ACTH_HUMAN,Actin
Q562R1,ACTBL_HUMAN,Actin
P63261,ACTG_HUMAN,Actin
P60709,ACTB_HUMAN,Actin
Q8TC94,ACTL9_HUMAN,Actin
Q9Y614,ACL7B_HUMAN,Actin
Q9Y615,ACL7A_HUMAN,Actin
P61163,ACTZ_HUMAN,Actin
P42025,ACTY_HUMAN,Actin
P61160,ARP2_HUMAN,Actin-binding
Q9BYD9,ACTT3_HUMAN,Actin-binding
Q8TDG2,ACTT1_HUMAN,Actin-binding
Q8TDY3,ACTT2_HUMAN,Actin-binding
O96019,ACL6A_HUMAN,Actin-binding
O94805,ACL6B_HUMAN,Actin-binding
Q9C0K3,ARP3C_HUMAN,Actin-binding
P61158,ARP3_HUMAN,Actin-binding
Q6NT55,CP4FN_HUMAN,Monooxygenase
P98187,CP4F8_HUMAN,Monooxygenase
Q08477,CP4F3_HUMAN,Monooxygenase
P78329,CP4F2_HUMAN,Monooxygenase
Q02928,CP4AB_HUMAN,Monooxygenase
Q5TCH4,CP4AM_HUMAN,Monooxygenase
P13584,CP4B1_HUMAN,Monooxygenase
Q8N118,CP4X1_HUMAN,Monooxygenase
Q86W10,CP4Z1_HUMAN,Monooxygenase
Q16696,CP2AD_HUMAN,Monooxygenase
P11509,CP2A6_HUMAN,Monooxygenase
P20853,CP2A7_HUMAN,Monooxygenase
P33260,CP2CI_HUMAN,Monooxygenase
P33261,CP2CJ_HUMAN,Monooxygenase
P11712,CP2C9_HUMAN,Monooxygenase
Q96SQ9,CP2S1_HUMAN,Monooxygenase
P05181,CP2E1_HUMAN,Monooxygenase
P24903,CP2F1_HUMAN,Monooxygenase
Q16678,CP1B1_HUMAN,Monooxygenase
P04798,CP1A1_HUMAN,Monooxygenase
P05177,CP1A2_HUMAN,Monooxygenase
P10635,CP2D6_HUMAN,Monooxygenase
A0A087X1C5,CP2D7_HUMAN,Monooxygenase
Q7Z449,CP2U1_HUMAN,Monooxygenase
Q8TAV3,CP2W1_HUMAN,Monooxygenase
Q6VVX0,CP2R1_HUMAN,Monooxygenase
P51589,CP2J2_HUMAN,Monooxygenase
Q96Q15,SMG1_HUMAN,Serine/Threonine-protein Kinase
P08514,ITA2B_HUMAN,Integrin
P08648,ITA5_HUMAN,Integrin
P53708,ITA8_HUMAN,Integrin
P06756,ITAV_HUMAN,Integrin
P26006,ITA3_HUMAN,Integrin
Q13683,ITA7_HUMAN,Integrin
P23229,ITA6_HUMAN,Integrin
P13612,ITA4_HUMAN,Integrin
Q13797,ITA9_HUMAN,Integrin
P20701,ITAL_HUMAN,Integrin
P38570,ITAE_HUMAN,Integrin
P11215,ITAM_HUMAN,Integrin
P20702,ITAX_HUMAN,Integrin
Q13349,ITAD_HUMAN,Integrin
O75578,ITA10_HUMAN,Integrin
Q9UKX5,ITA11_HUMAN,Integrin
P56199,ITA1_HUMAN,Integrin
P17301,ITA2_HUMAN,Integrin
P51828,ADCY7_HUMAN,Adenylate Cyclase
Q8NFM4,ADCY4_HUMAN,Adenylate Cyclase
Q08462,ADCY2_HUMAN,Adenylate Cyclase
O43306,ADCY6_HUMAN,Adenylate Cyclase
O95622,ADCY5_HUMAN,Adenylate Cyclase
O60266,ADCY3_HUMAN,Adenylate Cyclase
Q08828,ADCY1_HUMAN,Adenylate Cyclase
P40145,ADCY8_HUMAN,Adenylate Cyclase
O95071,UBR5_HUMAN,Ubiquitin-ligase
Q9ULT8,HECD1_HUMAN,Ubiquitin-ligase
Q14669,TRIPC_HUMAN,Ubiquitin-ligase
Q8IVU3,HERC6_HUMAN,Ubiquitin-ligase
Q5GLZ8,HERC4_HUMAN,Ubiquitin-ligase
Q15034,HERC3_HUMAN,Ubiquitin-ligase
Q5U5R9,HECD2_HUMAN,Ubiquitin-ligase
Q05086,UBE3A_HUMAN,Ubiquitin-ligase
O15033,AREL1_HUMAN,Ubiquitin-ligase
Q8IYU2,HACE1_HUMAN,Ubiquitin-ligase
Q7Z3V4,UBE3B_HUMAN,Ubiquitin-ligase
Q15386,UBE3C_HUMAN,Ubiquitin-ligase
Q9P2P5,HECW2_HUMAN,Ubiquitin-ligase
Q76N89,HECW1_HUMAN,Ubiquitin-ligase
P46934,NEDD4_HUMAN,Ubiquitin-ligase
Q96PU5,NED4L_HUMAN,Ubiquitin-ligase
Q9HAU4,SMUF2_HUMAN,Ubiquitin-ligase
Q9HCE7,SMUF1_HUMAN,Ubiquitin-ligase
Q96J02,ITCH_HUMAN,Ubiquitin-ligase
O00308,WWP2_HUMAN,Ubiquitin-ligase
Q9H0M0,WWP1_HUMAN,Ubiquitin-ligase
Q70CQ2,UBP34_HUMAN,Ubiquitin-ligase
Q92793,CBP_HUMAN,Histone Acetyltransferase
Q09472,EP300_HUMAN,Histone Acetyltransferase
Q8IY37,DHX37_HUMAN,RNA Helicase
Q14147,DHX34_HUMAN,RNA Helicase
Q7L7V1,DHX32_HUMAN,RNA Helicase
Q8TE96,DQX1_HUMAN,RNA Helicase
Q92620,PRP16_HUMAN,RNA Helicase
Q14562,DHX8_HUMAN,RNA Helicase
O60231,DHX16_HUMAN,RNA Helicase
Q8IX18,DHX40_HUMAN,RNA Helicase
O43143,DHX15_HUMAN,RNA Helicase
Q9H6R0,DHX33_HUMAN,RNA Helicase
Q9H5Z1,DHX35_HUMAN,RNA Helicase
Q9H6S0,YTDC2_HUMAN,RNA Helicase
Q8NDG6,TDRD9_HUMAN,RNA Helicase
Q6P158,DHX57_HUMAN,RNA Helicase
Q7Z478,DHX29_HUMAN,RNA Helicase
Q08211,DHX9_HUMAN,RNA Helicase
Q7L2E3,DHX30_HUMAN,RNA Helicase
Q9H2U1,DHX36_HUMAN,RNA Helicase
P0C0L4,CO4A_HUMAN,
P0C0L5,CO4B_HUMAN,
P08235,MCR_HUMAN,Nuclear Receptor
P10275,ANDR_HUMAN,Nuclear Receptor
P06401,PRGR_HUMAN,Nuclear Receptor
P04150,GCR_HUMAN,Nuclear Receptor
P13631,RARG_HUMAN,Nuclear Receptor
P10276,RARA_HUMAN,Nuclear Receptor
P10826,RARB_HUMAN,Nuclear Receptor
P37231,PPARG_HUMAN,Nuclear Receptor
Q07869,PPARA_HUMAN,Nuclear Receptor
Q03181,PPARD_HUMAN,Nuclear Receptor
P10827,THA_HUMAN,Nuclear Receptor
P10828,THB_HUMAN,Nuclear Receptor
P11473,VDR_HUMAN,Nuclear Receptor
Q14994,NR1I3_HUMAN,Nuclear Receptor
O75469,NR1I2_HUMAN,Nuclear Receptor
Q96RI1,NR1H4_HUMAN,Nuclear Receptor
Q13133,NR1H3_HUMAN,Nuclear Receptor
P55055,NR1H2_HUMAN,Nuclear Receptor
P13056,NR2C1_HUMAN,Nuclear Receptor
P49116,NR2C2_HUMAN,Nuclear Receptor
P51449,RORG_HUMAN,Nuclear Receptor
P35398,RORA_HUMAN,Nuclear Receptor
Q92753,RORB_HUMAN,Nuclear Receptor
P20393,NR1D1_HUMAN,Nuclear Receptor
Q14995,NR1D2_HUMAN,Nuclear Receptor
Q92570,NR4A3_HUMAN,Nuclear Receptor
P22736,NR4A1_HUMAN,Nuclear Receptor
P43354,NR4A2_HUMAN,Nuclear Receptor
P11474,ERR1_HUMAN,Nuclear Receptor
P62508,ERR3_HUMAN,Nuclear Receptor
O95718,ERR2_HUMAN,Nuclear Receptor
Q92731,ESR2_HUMAN,Nuclear Receptor
P03372,ESR1_HUMAN,Nuclear Receptor
P28702,RXRB_HUMAN,Nuclear Receptor
P48443,RXRG_HUMAN,Nuclear Receptor
P19793,RXRA_HUMAN,Nuclear Receptor
P41235,HNF4A_HUMAN,Nuclear Receptor
Q14541,HNF4G_HUMAN,Nuclear Receptor
P10588,NR2F6_HUMAN,Nuclear Receptor
P24468,COT2_HUMAN,Nuclear Receptor
P10589,COT1_HUMAN,Nuclear Receptor
Q9Y5X4,NR2E3_HUMAN,Nuclear Receptor
Q9Y466,NR2E1_HUMAN,Nuclear Receptor
Q9UIV8,SPB13_HUMAN,Protease Inhibitor
P48594,SPB4_HUMAN,Protease Inhibitor
P29508,SPB3_HUMAN,Protease Inhibitor
P50453,SPB9_HUMAN,Protease Inhibitor
P50452,SPB8_HUMAN,Protease Inhibitor
P35237,SPB6_HUMAN,Protease Inhibitor
Q96P63,SPB12_HUMAN,Protease Inhibitor
Q96P15,SPB11_HUMAN,Protease Inhibitor
O75635,SPB7_HUMAN,Protease Inhibitor
P36952,SPB5_HUMAN,Protease Inhibitor
P05120,PAI2_HUMAN,Protease Inhibitor
P48595,SPB10_HUMAN,Protease Inhibitor
P30740,ILEU_HUMAN,Protease Inhibitor
Q86WD7,SPA9_HUMAN,Protease Inhibitor
P05543,THBG_HUMAN,Protease Inhibitor
Q86U17,SPA11_HUMAN,Protease Inhibitor
P29622,KAIN_HUMAN,Protease Inhibitor
Q8IW75,SPA12_HUMAN,Protease Inhibitor
P01009,A1AT_HUMAN,Protease Inhibitor
P05154,IPSP_HUMAN,Protease Inhibitor
P08185,CBG_HUMAN,Protease Inhibitor
P01011,AACT_HUMAN,Protease Inhibitor
P01008,ANT3_HUMAN,Protease Inhibitor
A8MV23,SERP3_HUMAN,Protease Inhibitor
O75830,SPI2_HUMAN,Protease Inhibitor
Q99574,NEUS_HUMAN,Protease Inhibitor
P07093,GDN_HUMAN,Protease Inhibitor
P05121,PAI1_HUMAN,Protease Inhibitor
P05155,IC1_HUMAN,Protease Inhibitor
P05546,HEP2_HUMAN,Protease Inhibitor
P08697,A2AP_HUMAN,Protease Inhibitor
Q9UK55,ZPI_HUMAN,Protease Inhibitor
P50454,SERPH_HUMAN,Protease Inhibitor
P36955,PEDF_HUMAN,Protease Inhibitor
Q8IZF6,AGRG4_HUMAN,Adhesion GPCR
Q9HAR2,AGRL3_HUMAN,Adhesion GPCR
O94910,AGRL1_HUMAN,Adhesion GPCR
O95490,AGRL2_HUMAN,Adhesion GPCR
O14514,AGRB1_HUMAN,Adhesion GPCR
O60242,AGRB3_HUMAN,Adhesion GPCR
O60241,AGRB2_HUMAN,Adhesion GPCR
Q9H252,KCNH6_HUMAN,Voltage-Gated Potassium Channel
Q9NS40,KCNH7_HUMAN,Voltage-Gated Potassium Channel
Q12809,KCNH2_HUMAN,Voltage-Gated Potassium Channel
O95259,KCNH1_HUMAN,Voltage-Gated Potassium Channel
Q8NCM2,KCNH5_HUMAN,Voltage-Gated Potassium Channel
Q9ULD8,KCNH3_HUMAN,Voltage-Gated Potassium Channel
Q9UQ05,KCNH4_HUMAN,Voltage-Gated Potassium Channel
Q96L42,KCNH8_HUMAN,Voltage-Gated Potassium Channel
O60741,HCN1_HUMAN,Cyclic-Nucleotide Gated Channel
Q9Y3Q4,HCN4_HUMAN,Cyclic-Nucleotide Gated Channel
Q9P1Z3,HCN3_HUMAN,Cyclic-Nucleotide Gated Channel
Q9UL51,HCN2_HUMAN,Cyclic-Nucleotide Gated Channel
Q8IV77,CNGA4_HUMAN,Cyclic-Nucleotide Gated Channel
P29973,CNGA1_HUMAN,Cyclic-Nucleotide Gated Channel
Q16281,CNGA3_HUMAN,Cyclic-Nucleotide Gated Channel
Q16280,CNGA2_HUMAN,Cyclic-Nucleotide Gated Channel
Q14028,CNGB1_HUMAN,Cyclic-Nucleotide Gated Channel
Q9NQW8,CNGB3_HUMAN,Cyclic-Nucleotide Gated Channel
Q92508,PIEZ1_HUMAN,Piezo
Q9H5I5,PIEZ2_HUMAN,Piezo
Q8IZX4,TAF1L_HUMAN,
P21675,TAF1_HUMAN,
P01266,THYG_HUMAN,
Q8NFZ4,NLGN2_HUMAN,
Q8N0W4,NLGNX_HUMAN,
Q8NFZ3,NLGNY_HUMAN,
Q8N2Q7,NLGN1_HUMAN,
Q9NZ94,NLGN3_HUMAN,
P23141,EST1_HUMAN,Esterase
Q5XG92,EST4A_HUMAN,Esterase
Q6NT32,EST5A_HUMAN,Esterase
O00748,EST2_HUMAN,Esterase
Q6UWW8,EST3_HUMAN,Esterase
P19835,CEL_HUMAN,Esterase
P06276,CHLE_HUMAN,Esterase
P22303,ACES_HUMAN,Esterase
Q9NR48,ASH1L_HUMAN,Lysine Methyltransferase
Q9UMN6,KMT2B_HUMAN,Lysine Methyltransferase
Q9BYW2,SETD2_HUMAN,Lysine Methyltransferase
Q96L73,NSD1_HUMAN,Lysine Methyltransferase
O96028,NSD2_HUMAN,Lysine Methyltransferase
Q9BZ95,NSD3_HUMAN,Lysine Methyltransferase
Q5XXA6,ANO1_HUMAN,Calcium-Activated Chloride Channel
Q9NQ90,ANO2_HUMAN,Calcium-Activated Chloride Channel
Q9BYT9,ANO3_HUMAN,Calcium-Activated Chloride Channel
Q32M45,ANO4_HUMAN,Calcium-Activated Chloride Channel
Q75V66,ANO5_HUMAN,Calcium-Activated Chloride Channel
Q4KMQ2,ANO6_HUMAN,Calcium-Activated Chloride Channel
A1A5B4,ANO9_HUMAN,Calcium-Activated Chloride Channel
Q6IWH7,ANO7_HUMAN,Calcium-Activated Chloride Channel
Q13315,ATM_HUMAN,Kinase
Q4VNC0,AT135_HUMAN,ATPase
Q4VNC1,AT134_HUMAN,ATPase
Q9H7F0,AT133_HUMAN,ATPase
Q9NQ11,AT132_HUMAN,ATPase
Q93084,AT2A3_HUMAN,ATPase
P16615,AT2A2_HUMAN,ATPase
O14983,AT2A1_HUMAN,ATPase
O75185,AT2C2_HUMAN,ATPase
P98194,AT2C1_HUMAN,ATPase
Q8WZ64,ARAP2_HUMAN,GTPase
Q96P48,ARAP1_HUMAN,GTPase
Q8WWN8,ARAP3_HUMAN,GTPase
Q5VTM2,AGAP9_HUMAN,GTPase
A6NIR3,AGAP5_HUMAN,GTPase
Q96P64,AGAP4_HUMAN,GTPase
Q5VW22,AGAP6_HUMAN,GTPase
Q99490,AGAP2_HUMAN,GTPase
Q9UPQ3,AGAP1_HUMAN,GTPase
Q96P47,AGAP3_HUMAN,GTPase
P42356,PI4KA_HUMAN,Kinase
P48736,PK3CG_HUMAN,Kinase
P42336,PK3CA_HUMAN,Kinase
P42338,PK3CB_HUMAN,Kinase
O00329,PK3CD_HUMAN,Kinase
O75747,P3C2G_HUMAN,Kinase
O00750,P3C2B_HUMAN,Kinase
O00443,P3C2A_HUMAN,Kinase
Q13535,ATR_HUMAN,Kinase
P42345,MTOR_HUMAN,Kinase
Q9Y5R2,MMP24_HUMAN,Matrix Metalloproteinase
P51512,MMP16_HUMAN,Matrix Metalloproteinase
P50281,MMP14_HUMAN,Matrix Metalloproteinase
P51511,MMP15_HUMAN,Matrix Metalloproteinase
P08253,MMP2_HUMAN,Matrix Metalloproteinase
P14780,MMP9_HUMAN,Matrix Metalloproteinase
Q9H306,MMP27_HUMAN,Matrix Metalloproteinase
P08254,MMP3_HUMAN,Matrix Metalloproteinase
P39900,MMP12_HUMAN,Matrix Metalloproteinase
P45452,MMP13_HUMAN,Matrix Metalloproteinase
P22894,MMP8_HUMAN,Matrix Metalloproteinase
P03956,MMP1_HUMAN,Matrix Metalloproteinase
P09237,MMP7_HUMAN,Matrix Metalloproteinase
O60882,MMP20_HUMAN,Matrix Metalloproteinase
Q8N119,MMP21_HUMAN,Matrix Metalloproteinase
Q9ULZ9,MMP17_HUMAN,Matrix Metalloproteinase
Q9NPA2,MMP25_HUMAN,Matrix Metalloproteinase
Q9H239,MMP28_HUMAN,Matrix Metalloproteinase
Q99542,MMP19_HUMAN,Matrix Metalloproteinase
P24347,MMP11_HUMAN,Matrix Metalloproteinase
P51160,PDE6C_HUMAN,Phosphodiesterase
P35913,PDE6B_HUMAN,Phosphodiesterase
P16499,PDE6A_HUMAN,Phosphodiesterase
P27815,PDE4A_HUMAN,Phosphodiesterase
Q08493,PDE4C_HUMAN,Phosphodiesterase
Q08499,PDE4D_HUMAN,Phosphodiesterase
Q07343,PDE4B_HUMAN,Phosphodiesterase
Q13370,PDE3B_HUMAN,Phosphodiesterase
Q14432,PDE3A_HUMAN,Phosphodiesterase
Q9HCR9,PDE11_HUMAN,Phosphodiesterase
O76074,PDE5A_HUMAN,Phosphodiesterase
O00408,PDE2A_HUMAN,Phosphodiesterase
Q9Y233,PDE10_HUMAN,Phosphodiesterase
O60658,PDE8A_HUMAN,Phosphodiesterase
O95263,PDE8B_HUMAN,Phosphodiesterase
Q14123,PDE1C_HUMAN,Phosphodiesterase
Q01064,PDE1B_HUMAN,Phosphodiesterase
P54750,PDE1A_HUMAN,Phosphodiesterase
O76083,PDE9A_HUMAN,Phosphodiesterase
Q9NP56,PDE7B_HUMAN,Phosphodiesterase
Q13946,PDE7A_HUMAN,Phosphodiesterase
Q9C000,NLRP1_HUMAN,Inward Rectifier Potassium Channel
P59047,NALP5_HUMAN,Inward Rectifier Potassium Channel
Q96P20,NLRP3_HUMAN,Inward Rectifier Potassium Channel
P59046,NAL12_HUMAN,Inward Rectifier Potassium Channel
Q9NX02,NALP2_HUMAN,Inward Rectifier Potassium Channel
Q86W24,NAL14_HUMAN,Inward Rectifier Potassium Channel
Q7RTR0,NLRP9_HUMAN,Inward Rectifier Potassium Channel
Q96MN2,NALP4_HUMAN,Inward Rectifier Potassium Channel
P63252,KCNJ2_HUMAN,Inward Rectifier Potassium Channel
Q14500,KCJ12_HUMAN,Inward Rectifier Potassium Channel
B7U540,KCJ18_HUMAN,Inward Rectifier Potassium Channel
Q9UNX9,KCJ14_HUMAN,Inward Rectifier Potassium Channel
P48050,KCNJ4_HUMAN,Inward Rectifier Potassium Channel
O60928,KCJ13_HUMAN,Inward Rectifier Potassium Channel
P48048,KCNJ1_HUMAN,Inward Rectifier Potassium Channel
P78508,KCJ10_HUMAN,Inward Rectifier Potassium Channel
Q99712,KCJ15_HUMAN,Inward Rectifier Potassium Channel
P48549,KCNJ3_HUMAN,Inward Rectifier Potassium Channel
Q92806,KCNJ9_HUMAN,Inward Rectifier Potassium Channel
P48544,KCNJ5_HUMAN,Inward Rectifier Potassium Channel
P48051,KCNJ6_HUMAN,Inward Rectifier Potassium Channel
Q9NPI9,KCJ16_HUMAN,Inward Rectifier Potassium Channel
Q14654,KCJ11_HUMAN,Inward Rectifier Potassium Channel
Q15842,KCNJ8_HUMAN,Inward Rectifier Potassium Channel
P15924,DESP_HUMAN,Structural
P00451,FA8_HUMAN,Structural
P12259,FA5_HUMAN,Structural
P00450,CERU_HUMAN,Structural
Q6MZM0,HPHL1_HUMAN,Structural
Q9BQS7,HEPH_HUMAN,Structural
Q8TDX9,PK1L1_HUMAN,Structural
O95359,TACC2_HUMAN,Structural
P16144,ITB4_HUMAN,Integrin
P05556,ITB1_HUMAN,Integrin
P26010,ITB7_HUMAN,Integrin
P05107,ITB2_HUMAN,Integrin
P26012,ITB8_HUMAN,Integrin
P18564,ITB6_HUMAN,Integrin
P05106,ITB3_HUMAN,Integrin
P18084,ITB5_HUMAN,Integrin
Q9NRD8,DUOX2_HUMAN,
Q9NRD9,DUOX1_HUMAN,
Q9ULV1,FZD4_HUMAN,Frizzled
Q9ULW2,FZD10_HUMAN,Frizzled
O00144,FZD9_HUMAN,Frizzled
Q9H461,FZD8_HUMAN,Frizzled
Q13467,FZD5_HUMAN,Frizzled
Q9UP38,FZD1_HUMAN,Frizzled
Q14332,FZD2_HUMAN,Frizzled
O75084,FZD7_HUMAN,Frizzled
Q9NPG1,FZD3_HUMAN,Frizzled
O60353,FZD6_HUMAN,Frizzled
Q9Y210,TRPC6_HUMAN,TRP Channel
Q13507,TRPC3_HUMAN,TRP Channel
Q9HCX4,TRPC7_HUMAN,TRP Channel
P48995,TRPC1_HUMAN,TRP Channel
Q9UBN4,TRPC4_HUMAN,TRP Channel
Q9UL62,TRPC5_HUMAN,TRP Channel
P48448,AL3B2_HUMAN,Dehydrogenase
P43353,AL3B1_HUMAN,Dehydrogenase
P51648,AL3A2_HUMAN,Dehydrogenase
P30838,AL3A1_HUMAN,Dehydrogenase
Q8IZ83,A16A1_HUMAN,Dehydrogenase
P30038,AL4A1_HUMAN,Dehydrogenase
P51649,SSDH_HUMAN,Dehydrogenase
P49189,AL9A1_HUMAN,Dehydrogenase
Q9H2A2,AL8A1_HUMAN,Dehydrogenase
Q02252,MMSA_HUMAN,Dehydrogenase
P49419,AL7A1_HUMAN,Dehydrogenase
Q3SY69,AL1L2_HUMAN,Dehydrogenase
O75891,AL1L1_HUMAN,Dehydrogenase
P05091,ALDH2_HUMAN,Dehydrogenase
P30837,AL1B1_HUMAN,Dehydrogenase
P47895,AL1A3_HUMAN,Dehydrogenase
O94788,AL1A2_HUMAN,Dehydrogenase
P00352,AL1A1_HUMAN,Dehydrogenase
Q9UIQ6,LCAP_HUMAN,Aminopeptidase
Q9NZ08,ERAP1_HUMAN,Aminopeptidase
Q6P179,ERAP2_HUMAN,Aminopeptidase
Q6Q4G3,AMPQ_HUMAN,Aminopeptidase
Q9UKU6,TRHDE_HUMAN,Aminopeptidase
P55786,PSA_HUMAN,Aminopeptidase
P15144,AMPN_HUMAN,Aminopeptidase
Q07075,AMPE_HUMAN,Aminopeptidase
O15054,KDM6B_HUMAN,Histone Demethylase
O15550,KDM6A_HUMAN,Histone Demethylase
O14607,UTY_HUMAN,Histone Demethylase
P52790,HXK3_HUMAN,Hexokinase
Q2TB90,HKDC1_HUMAN,Hexokinase
P19367,HXK1_HUMAN,Hexokinase
P52789,HXK2_HUMAN,Hexokinase
Q9UGM3,DMBT1_HUMAN,
O43897,TLL1_HUMAN,Protease
Q9Y6L7,TLL2_HUMAN,Protease
P13497,BMP1_HUMAN,Protease
P42892,ECE1_HUMAN,Protease
P0DPD8,EFCE2_HUMAN,Protease
P0DPD6,ECE2_HUMAN,Protease
P23276,KELL_HUMAN,Protease
O95672,ECEL1_HUMAN,Protease
P78562,PHEX_HUMAN,Protease
P08473,NEP_HUMAN,Protease
Q495T6,MMEL1_HUMAN,Protease
Q99973,TEP1_HUMAN,Protease
Q92824,PCSK5_HUMAN,Protease
P29122,PCSK6_HUMAN,Protease
Q16549,PCSK7_HUMAN,Protease
P09958,FURIN_HUMAN,Protease
Q6UW60,PCSK4_HUMAN,Protease
P16519,NEC2_HUMAN,Protease
P11388,TOP2A_HUMAN,DNA Topoisomerase
Q02880,TOP2B_HUMAN,DNA Topoisomerase
P29475,NOS1_HUMAN,Nictric Oxide Synthase
P35228,NOS2_HUMAN,Nictric Oxide Synthase
P29474,NOS3_HUMAN,Nictric Oxide Synthase
P34998,CRFR1_HUMAN,GPCR
Q13324,CRFR2_HUMAN,GPCR
Q16602,CALRL_HUMAN,GPCR
P30988,CALCR_HUMAN,GPCR
O95838,GLP2R_HUMAN,GPCR
P43220,GLP1R_HUMAN,GPCR
P47871,GLR_HUMAN,GPCR
P48546,GIPR_HUMAN,GPCR
Q02643,GHRHR_HUMAN,GPCR
P47872,SCTR_HUMAN,GPCR
P32241,VIPR1_HUMAN,GPCR
P41586,PACR_HUMAN,GPCR
P41587,VIPR2_HUMAN,GPCR
P49190,PTH2R_HUMAN,GPCR
Q03431,PTH1R_HUMAN,GPCR
Q8IZF2,AGRF5_HUMAN,Adhesion GPCR
Q8IZF5,AGRF3_HUMAN,Adhesion GPCR
Q5T601,AGRF1_HUMAN,Adhesion GPCR
Q8IZF7,AGRF2_HUMAN,Adhesion GPCR
Q8IZF3,AGRF4_HUMAN,Adhesion GPCR
Q86SQ4,AGRG6_HUMAN,Adhesion GPCR
Q8IZP9,AGRG2_HUMAN,Adhesion GPCR
Q6QNK2,AGRD1_HUMAN,Adhesion GPCR
Q14246,AGRE1_HUMAN,Adhesion GPCR
P48960,AGRE5_HUMAN,Adhesion GPCR
Q9HBW9,AGRL4_HUMAN,Adhesion GPCR
Q7Z7M1,AGRD2_HUMAN,Adhesion GPCR
Q96K78,AGRG7_HUMAN,Adhesion GPCR
Q9Y653,AGRG1_HUMAN,Adhesion GPCR
Q8IZF4,AGRG5_HUMAN,Adhesion GPCR
Q86Y34,AGRG3_HUMAN,Adhesion GPCR
Q7Z442,PK1L2_HUMAN,GPCR
Q9NTG1,PKDRE_HUMAN,GPCR
P49327,FAS_HUMAN,Fatty Acid Synthetase
Q9Y4G8,RPGF2_HUMAN,Guanine Nucleotide Exchange Factor
Q8TEU7,RPGF6_HUMAN,Guanine Nucleotide Exchange Factor
Q13972,RGRF1_HUMAN,Guanine Nucleotide Exchange Factor
O14827,RGRF2_HUMAN,Guanine Nucleotide Exchange Factor
Q07890,SOS2_HUMAN,Guanine Nucleotide Exchange Factor
Q07889,SOS1_HUMAN,Guanine Nucleotide Exchange Factor
P49221,TGM4_HUMAN,Glutamyltransferase
P22735,TGM1_HUMAN,Glutamyltransferase
P00488,F13A_HUMAN,Glutamyltransferase
P16452,EPB42_HUMAN,Glutamyltransferase
Q08188,TGM3_HUMAN,Glutamyltransferase
O95932,TGM3L_HUMAN,Glutamyltransferase
P21980,TGM2_HUMAN,Glutamyltransferase
O43548,TGM5_HUMAN,Glutamyltransferase
Q96PF1,TGM7_HUMAN,Glutamyltransferase
Q8TDB8,GTR14_HUMAN,Transporter
P11169,GTR3_HUMAN,Transporter
P11168,GTR2_HUMAN,Transporter
P14672,GLUT4_HUMAN,Transporter
P11166,GTR1_HUMAN,Transporter
Q6PXP3,GTR7_HUMAN,Transporter
P22732,GTR5_HUMAN,Transporter
Q9BYW1,GTR11_HUMAN,Transporter
Q9NRM0,GTR9_HUMAN,Transporter
Q496J9,SV2C_HUMAN,Transporter
Q7L0J3,SV2A_HUMAN,Transporter
Q7L1I2,SV2B_HUMAN,Transporter
O75751,S22A3_HUMAN,Transporter
O15245,S22A1_HUMAN,Transporter
O15244,S22A2_HUMAN,Transporter
Q9H015,S22A4_HUMAN,Transporter
O76082,S22A5_HUMAN,Transporter
Q4U2R8,S22A6_HUMAN,Transporter
Q8TCC7,S22A8_HUMAN,Transporter
Q8IVM8,S22A9_HUMAN,Transporter
Q96S37,S22AC_HUMAN,Transporter
Q9Y267,S22AE_HUMAN,Transporter
Q86VW1,S22AG_HUMAN,Transporter
Q8IZD6,S22AF_HUMAN,Transporter
Q9Y226,S22AD_HUMAN,Transporter
Q9Y694,S22A7_HUMAN,Transporter
Q9BXP8,PAPP2_HUMAN,Protease
Q13219,PAPP1_HUMAN,Protease
Q5KSL6,DGKK_HUMAN,Kinase
Q86XP1,DGKH_HUMAN,Kinase
Q16760,DGKD_HUMAN,Kinase
Q13574,DGKZ_HUMAN,Kinase
O75912,DGKI_HUMAN,Kinase
P23743,DGKA_HUMAN,Kinase
P49619,DGKG_HUMAN,Kinase
Q9Y6T7,DGKB_HUMAN,Kinase
P52429,DGKE_HUMAN,Kinase
P52824,DGKQ_HUMAN,Kinase
Q86WI3,NLRC5_HUMAN,
Q8IWK6,AGRA3_HUMAN,Adhesion GPCR
Q96PE1,AGRA2_HUMAN,Adhesion GPCR
Q9HBW1,LRRC4_HUMAN,Leucine-rich Repeat Protein
Q9HCJ2,LRC4C_HUMAN,Leucine-rich Repeat Protein
Q9NT99,LRC4B_HUMAN,Leucine-rich Repeat Protein
A6NM62,LRC53_HUMAN,Leucine-rich Repeat Protein
Q8WXD0,RXFP2_HUMAN,Leucine-rich Repeat Protein
Q9HBX9,RXFP1_HUMAN,Leucine-rich Repeat Protein
