Ensembl_Protein,Entry,Entry name
ENSP00000312987,P41235,HNF4A_HUMAN
ENSP00000363812,P28702,RXRB_HUMAN
ENSP00000333275,P13056,NR2C1_HUMAN
ENSP00000352900,P48443,RXRG_HUMAN
ENSP00000379701,A0A6E1WB48,A0A6E1WB48_HUMAN
ENSP00000362649,Q13547,HDAC1_HUMAN
ENSP00000261845,Q16659,MK06_HUMAN
ENSP00000215659,P53778,MK12_HUMAN
ENSP00000383234,P31152,MK04_HUMAN
ENSP00000316674,Q8TC94,ACTL9_HUMAN
ENSP00000363799,Q9Y614,ACL7B_HUMAN
ENSP00000367658,Q8TDY3,ACTT2_HUMAN
ENSP00000160382,O94805,ACL6B_HUMAN
ENSP00000360165,Q8TDG2,ACTT1_HUMAN
ENSP00000334300,Q9Y615,ACL7A_HUMAN
ENSP00000504425,Q5JWF8,ACL10_HUMAN
ENSP00000408695,P17252,KPCA_HUMAN
ENSP00000291906,Q6P5Z2,PKN3_HUMAN
ENSP00000355747,P49810,PSN2_HUMAN
ENSP00000389682,O14807,RASM_HUMAN
ENSP00000501530,O43426,SYNJ1_HUMAN
ENSP00000360181,O60880,SH21A_HUMAN
ENSP00000497527,Q9Y2H2,SAC2_HUMAN
ENSP00000360154,Q01968,OCRL_HUMAN
ENSP00000413937,Q9BT40,INP5K_HUMAN
ENSP00000347792,O15056,SYNJ2_HUMAN
ENSP00000333262,Q15735,PI5PA_HUMAN
ENSP00000292291,Q6TCH4,PAQR6_HUMAN
ENSP00000262065,Q15546,PAQRB_HUMAN
ENSP00000321804,Q8N4S7,PAQR4_HUMAN
ENSP00000502514,Q86WK9,PAQR7_HUMAN
ENSP00000384141,Q8IY49,PAQRA_HUMAN
ENSP00000349616,Q86V24,PAQR2_HUMAN
ENSP00000378803,Q9NXK6,PAQR5_HUMAN
ENSP00000406197,Q8TEZ7,PAQR8_HUMAN
ENSP00000341564,Q6ZVX9,PAQR9_HUMAN
ENSP00000456242,Q6DHV7,ADAL_HUMAN
ENSP00000294016,O60503,ADCY9_HUMAN
ENSP00000382770,A8MYU2,KCNU1_HUMAN
ENSP00000286628,Q12791,KCMA1_HUMAN
ENSP00000362361,P50750,CDK9_HUMAN
ENSP00000320324,P55786,PSA_HUMAN
ENSP00000362648,O00743,PPP6_HUMAN
ENSP00000247005,P27539,GDF1_HUMAN
ENSP00000363489,P43026,GDF5_HUMAN
ENSP00000361915,P34820,BMP8B_HUMAN
ENSP00000327440,Q7Z5Y6,BMP8A_HUMAN
ENSP00000252677,O95972,BMP15_HUMAN
ENSP00000295228,P09529,INHBB_HUMAN
ENSP00000221930,A0A499FJK2,A0A499FJK2_HUMAN
ENSP00000510441,O60383,GDF9_HUMAN
ENSP00000242208,P08476,INHBA_HUMAN
ENSP00000266646,P58166,INHBE_HUMAN
ENSP00000331745,Q9NR23,GDF3_HUMAN
ENSP00000287020,Q6KF10,GDF6_HUMAN
ENSP00000379204,P18075,BMP7_HUMAN
ENSP00000463051,Q9UK05,GDF2_HUMAN
ENSP00000359866,P22003,BMP5_HUMAN
ENSP00000283147,P22004,BMP6_HUMAN
ENSP00000308716,P55103,INHBC_HUMAN
ENSP00000243786,P05111,INHA_HUMAN
ENSP00000272224,Q7Z4P5,GDF7_HUMAN
ENSP00000252809,Q99988,GDF15_HUMAN
ENSP00000355897,P61812,TGFB2_HUMAN
ENSP00000294383,Q9UPU5,UBP24_HUMAN
ENSP00000401119,Q9P275,UBP36_HUMAN
ENSP00000401119,E9PEW0,E9PEW0_HUMAN
ENSP00000427366,Q0WX57,U17LO_HUMAN
ENSP00000414392,C9JLJ4,U17LD_HUMAN
ENSP00000485337,P0C7H9,U17L7_HUMAN
ENSP00000485306,P0C7I0,U17L8_HUMAN
ENSP00000422969,Q0WX57,U17LO_HUMAN
ENSP00000425955,A8MUK1,U17L5_HUMAN
ENSP00000485364,Q7RTZ2,U17L1_HUMAN
ENSP00000410621,C9J2P7,U17LF_HUMAN
ENSP00000425582,D6RCP7,U17LJ_HUMAN
ENSP00000333329,Q6R6M4,U17L2_HUMAN
ENSP00000423211,Q0WX57,U17LO_HUMAN
ENSP00000423777,Q0WX57,U17LO_HUMAN
ENSP00000423115,D6RA61,U17LM_HUMAN
ENSP00000423503,D6R9N7,U17LI_HUMAN
ENSP00000422216,D6R901,U17LL_HUMAN
ENSP00000422097,Q0WX57,U17LO_HUMAN
ENSP00000485243,A6NCW7,U17L4_HUMAN
ENSP00000403760,C9JJH3,U17LA_HUMAN
ENSP00000425375,Q0WX57,U17LO_HUMAN
ENSP00000422887,Q0WX57,U17LO_HUMAN
ENSP00000389443,C9JPN9,UL17C_HUMAN
ENSP00000427264,D6RJB6,U17LK_HUMAN
ENSP00000424077,D6RBM5,U17LN_HUMAN
ENSP00000422621,D6RBQ6,U17LH_HUMAN
ENSP00000485323,A6NCW0,U17L3_HUMAN
ENSP00000400880,C9JVI0,U17LB_HUMAN
ENSP00000431876,Q9P2H5,UBP35_HUMAN
ENSP00000356981,Q9UK80,UBP21_HUMAN
ENSP00000423333,Q70EK9,UBP51_HUMAN
ENSP00000257548,Q70CQ3,UBP30_HUMAN
ENSP00000301962,Q9H9J4,UBP42_HUMAN
ENSP00000302239,P40818,UBP8_HUMAN
ENSP00000263966,Q92995,UBP13_HUMAN
ENSP00000381577,Q70CQ2,UBP34_HUMAN
ENSP00000229268,P45974,UBP5_HUMAN
ENSP00000342812,O00507,USP9Y_HUMAN
ENSP00000367558,Q93008,USP9X_HUMAN
ENSP00000361506,Q9Y2K6,UBP20_HUMAN
ENSP00000369681,Q9Y6I4,UBP3_HUMAN
ENSP00000219689,Q70CQ4,UBP31_HUMAN
ENSP00000343526,O94782,UBP1_HUMAN
ENSP00000303434,Q8NB14,UBP38_HUMAN
ENSP00000003302,Q96RU2,UBP28_HUMAN
ENSP00000309262,Q86UV5,UBP48_HUMAN
ENSP00000219473,Q14694,UBP10_HUMAN
ENSP00000292729,H7BXK0,H7BXK0_HUMAN
ENSP00000215794,Q9UMW8,UBP18_HUMAN
ENSP00000507239,Q70CQ1,UBP49_HUMAN
ENSP00000285199,Q70EL4,UBP43_HUMAN
ENSP00000424372,Q70EL2,UBP45_HUMAN
ENSP00000258499,Q9H0E7,UBP44_HUMAN
ENSP00000383044,Q9UHP3,UBP25_HUMAN
ENSP00000434676,Q70EL3,UBP50_HUMAN
ENSP00000502952,A0A7I2YQ75,A0A7I2YQ75_HUMAN
ENSP00000361824,Q13813,SPTN1_HUMAN
ENSP00000232766,O94889,KLH18_HUMAN
ENSP00000362946,P61106,RAB14_HUMAN
ENSP00000362144,Q8NE86,MCU_HUMAN
ENSP00000378145,Q9NWR8,MCUB_HUMAN
ENSP00000377990,Q16288,NTRK3_HUMAN
ENSP00000356898,Q16832,DDR2_HUMAN
ENSP00000497069,P08069,IGF1R_HUMAN
ENSP00000263800,P29376,LTK_HUMAN
ENSP00000288135,P10721,KIT_HUMAN
ENSP00000261937,P35916,VGFR3_HUMAN
ENSP00000241453,P36888,FLT3_HUMAN
ENSP00000282397,P17948,VGFR1_HUMAN
ENSP00000501699,P07333,CSF1R_HUMAN
ENSP00000166244,P29322,EPHA8_HUMAN
ENSP00000342235,Q15303,ERBB4_HUMAN
ENSP00000296474,Q04912,RON_HUMAN
ENSP00000380860,P08581,MET_HUMAN
ENSP00000297293,Q8IWU2,LMTK2_HUMAN
ENSP00000363761,P29323,EPHB2_HUMAN
ENSP00000357178,P14616,INSRR_HUMAN
ENSP00000431418,P04629,NTRK1_HUMAN
ENSP00000269571,P04626,ERBB2_HUMAN
ENSP00000358309,Q15375,EPHA7_HUMAN
ENSP00000261799,P09619,PGFRB_HUMAN
ENSP00000381097,P54762,EPHB1_HUMAN
ENSP00000498670,F8WCM8,F8WCM8_HUMAN
ENSP00000351209,P29317,EPHA2_HUMAN
ENSP00000295408,Q12866,MERTK_HUMAN
ENSP00000263798,Q06418,TYRO3_HUMAN
ENSP00000263923,P35968,VGFR2_HUMAN
ENSP00000257290,P16234,PGFRA_HUMAN
ENSP00000423325,A0A0B4J203,A0A0B4J203_HUMAN
ENSP00000277120,Q16620,NTRK2_HUMAN
ENSP00000365752,Q08345,DDR1_HUMAN
ENSP00000275815,P21709,EPHA1_HUMAN
ENSP00000362139,Q5JZY3,EPHAA_HUMAN
ENSP00000327801,P07237,PDIA1_HUMAN
ENSP00000261402,O60285,NUAK1_HUMAN
ENSP00000270112,P57058,HUNK_HUMAN
ENSP00000432000,Q8IWQ3,BRSK2_HUMAN
ENSP00000382544,Q96PF2,TSSK2_HUMAN
ENSP00000466477,Q9BXA6,TSSK6_HUMAN
ENSP00000356125,Q9H093,NUAK2_HUMAN
ENSP00000413493,Q5TA45,INT11_HUMAN
ENSP00000266682,Q9H2J7,S6A15_HUMAN
ENSP00000508194,P48065,S6A12_HUMAN
ENSP00000287766,P30531,SC6A1_HUMAN
ENSP00000330199,Q9H1V8,S6A17_HUMAN
ENSP00000230671,Q99884,SC6A7_HUMAN
ENSP00000254488,P48066,S6A11_HUMAN
ENSP00000457473,P23975,SC6A2_HUMAN
ENSP00000338627,Q9GZN6,S6A16_HUMAN
ENSP00000339260,Q9NSD5,S6A13_HUMAN
ENSP00000346298,Q9NP91,S6A20_HUMAN
ENSP00000253122,P48029,SC6A8_HUMAN
ENSP00000305302,Q695T7,S6A19_HUMAN
ENSP00000294728,P19320,VCAM1_HUMAN
ENSP00000364486,O00757,F16P2_HUMAN
ENSP00000364475,P09467,F16P1_HUMAN
ENSP00000306627,Q4G0N8,SL9C1_HUMAN
ENSP00000356687,Q5TAH2,SL9C2_HUMAN
ENSP00000264938,P48764,SL9A3_HUMAN
ENSP00000233969,Q9UBY0,SL9A2_HUMAN
ENSP00000295269,Q6AI14,SL9A4_HUMAN
ENSP00000263980,P19634,SL9A1_HUMAN
ENSP00000299798,Q14940,SL9A5_HUMAN
ENSP00000265990,O14981,BTAF1_HUMAN
ENSP00000005257,P11233,RALA_HUMAN
ENSP00000437814,F5H686,F5H686_HUMAN
ENSP00000272519,P11234,RALB_HUMAN
ENSP00000241463,Q6T310,RSLBA_HUMAN
ENSP00000267396,Q8IYK8,REM2_HUMAN
ENSP00000297596,P55040,GEM_HUMAN
ENSP00000358548,P01111,RASN_HUMAN
ENSP00000201979,O75628,REM1_HUMAN
ENSP00000377463,Q9NYR9,KBRS2_HUMAN
ENSP00000474230,Q96S79,RSLAB_HUMAN
ENSP00000490793,Q7Z444,RASE_HUMAN
ENSP00000216101,Q92737,RSLAA_HUMAN
ENSP00000299759,P55042,RAD_HUMAN
ENSP00000400385,Q9NYS0,KBRS1_HUMAN
ENSP00000248706,Q9BPW5,RSLBB_HUMAN
ENSP00000314396,Q6P2P2,ANM9_HUMAN
ENSP00000261917,Q9Y3Q4,HCN4_HUMAN
ENSP00000257981,Q9ULD8,KCNH3_HUMAN
ENSP00000426862,P29973,CNGA1_HUMAN
ENSP00000331727,Q9NS40,KCNH7_HUMAN
ENSP00000264661,Q9UQ05,KCNH4_HUMAN
ENSP00000262186,Q12809,KCNH2_HUMAN
ENSP00000251102,Q14028,CNGB1_HUMAN
ENSP00000316605,Q9NQW8,CNGB3_HUMAN
ENSP00000251287,Q9UL51,HCN2_HUMAN
ENSP00000307342,O60741,HCN1_HUMAN
ENSP00000357342,Q9P1Z3,HCN3_HUMAN
ENSP00000328813,Q96L42,KCNH8_HUMAN
ENSP00000369268,Q8IV77,CNGA4_HUMAN
ENSP00000310661,Q9NP56,PDE7B_HUMAN
ENSP00000385632,Q13946,PDE7A_HUMAN
ENSP00000255266,P16499,PDE6A_HUMAN
ENSP00000360502,P51160,PDE6C_HUMAN
ENSP00000420295,P35913,PDE6B_HUMAN
ENSP00000347046,O76074,PDE5A_HUMAN
ENSP00000282096,Q13370,PDE3B_HUMAN
ENSP00000378056,O60658,PDE8A_HUMAN
ENSP00000493971,A0A2R8Y4E6,A0A2R8Y4E6_HUMAN
ENSP00000264917,O95263,PDE8B_HUMAN
ENSP00000358515,Q8IZD6,S22AF_HUMAN
ENSP00000355930,O15245,S22A1_HUMAN
ENSP00000357915,Q86VW1,S22AG_HUMAN
ENSP00000380437,Q8WUG5,S22AH_HUMAN
ENSP00000310241,Q9Y226,S22AD_HUMAN
ENSP00000396283,Q9Y267,S22AE_HUMAN
ENSP00000279178,Q8IVM8,S22A9_HUMAN
ENSP00000275300,O75751,S22A3_HUMAN
ENSP00000337335,Q8TCC7,S22A8_HUMAN
ENSP00000366797,Q96S37,S22AC_HUMAN
ENSP00000245407,O76082,S22A5_HUMAN
ENSP00000200652,Q9H015,S22A4_HUMAN
ENSP00000353597,Q4U2R8,S22A6_HUMAN
ENSP00000508250,A0A804HL90,A0A804HL90_HUMAN
ENSP00000385028,A1A5C7,S22AN_HUMAN
ENSP00000355920,O15244,S22A2_HUMAN
ENSP00000361666,Q9Y694,S22A7_HUMAN
ENSP00000358997,P51617,IRAK1_HUMAN
ENSP00000256458,O43187,IRAK2_HUMAN
ENSP00000261233,Q9Y616,IRAK3_HUMAN
ENSP00000354485,Q99759,M3K3_HUMAN
ENSP00000375986,Q9Y6R4,M3K4_HUMAN
ENSP00000424757,Q96PY6,NEK1_HUMAN
ENSP00000507315,Q9Y2U5,M3K2_HUMAN
ENSP00000435089,Q15771,RAB30_HUMAN
ENSP00000393316,Q9H3N1,TMX1_HUMAN
ENSP00000369081,Q8NBS9,TXND5_HUMAN
ENSP00000219406,Q13087,PDIA2_HUMAN
ENSP00000246024,Q9H1E5,TMX4_HUMAN
ENSP00000305465,Q8N807,PDILT_HUMAN
ENSP00000299608,Q96JJ7,TMX3_HUMAN
ENSP00000266397,Q96DN0,ERP27_HUMAN
ENSP00000364550,P41229,KDM5C_HUMAN
ENSP00000322408,Q9BY66,KDM5D_HUMAN
ENSP00000397239,B2RXH2,KDM4E_HUMAN
ENSP00000491279,A0A1W2PPD8,A0A1W2PPD8_HUMAN
ENSP00000356234,Q9UGL1,KDM5B_HUMAN
ENSP00000357564,P51153,RAB13_HUMAN
ENSP00000310649,Q8TDC3,BRSK1_HUMAN
ENSP00000498126,A0A3B3ITZ1,A0A3B3ITZ1_HUMAN
ENSP00000436786,Q03164,KMT2A_HUMAN
ENSP00000398837,Q9UMN6,KMT2B_HUMAN
ENSP00000509425,A0A8I5KT93,A0A8I5KT93_HUMAN
ENSP00000497406,Q9Y6X0,SETBP_HUMAN
ENSP00000395929,Q96L73,NSD1_HUMAN
ENSP00000482240,Q96T68,SETB2_HUMAN
ENSP00000482240,A0A087WYZ9,A0A087WYZ9_HUMAN
ENSP00000378180,Q9NPI1,BRD7_HUMAN
ENSP00000419765,Q9H8M2,BRD9_HUMAN
ENSP00000429900,Q9ULH1,ASAP1_HUMAN
ENSP00000346733,Q96P50,ACAP3_HUMAN
ENSP00000377233,Q96P48,ARAP1_HUMAN
ENSP00000225394,Q9Y2X7,GIT1_HUMAN
ENSP00000359484,Q8IYB5,SMAP1_HUMAN
ENSP00000258530,Q8NEU8,DP13B_HUMAN
ENSP00000392206,Q5VTM2,AGAP9_HUMAN
ENSP00000363207,A6NIR3,AGAP5_HUMAN
ENSP00000500374,Q5VW22,AGAP6_HUMAN
ENSP00000483751,A0A087X0Z1,A0A087X0Z1_HUMAN
ENSP00000380413,Q96P47,AGAP3_HUMAN
ENSP00000338769,Q8TDY4,ASAP3_HUMAN
ENSP00000281419,O43150,ASAP2_HUMAN
ENSP00000158762,Q15027,ACAP1_HUMAN
ENSP00000302895,Q8WZ64,ARAP2_HUMAN
ENSP00000369739,Q86WA6,BPHL_HUMAN
ENSP00000247706,Q96I13,ABHD8_HUMAN
ENSP00000359410,Q8IUS5,EPHX4_HUMAN
ENSP00000430269,P34913,HYES_HUMAN
ENSP00000223215,Q5EB52,MEST_HUMAN
ENSP00000354841,Q96IU4,ABHEB_HUMAN
ENSP00000331376,Q9H4I8,SEHL2_HUMAN
ENSP00000221730,Q9H6B9,EPHX3_HUMAN
ENSP00000311135,Q8IY37,DHX37_HUMAN
ENSP00000200557,O75078,ADA11_HUMAN
ENSP00000419446,Q13443,ADAM9_HUMAN
ENSP00000453302,P78325,ADAM8_HUMAN
ENSP00000369238,Q8TC27,ADA32_HUMAN
ENSP00000349436,Q13444,ADA15_HUMAN
ENSP00000257527,Q9H013,ADA19_HUMAN
ENSP00000474385,Q9UKJ8,ADA21_HUMAN
ENSP00000348912,Q9BZ11,ADA33_HUMAN
ENSP00000391268,Q5JRP2,Q5JRP2_HUMAN
ENSP00000265708,Q99965,ADAM2_HUMAN
ENSP00000264377,O75077,ADA23_HUMAN
ENSP00000358407,Q9UKF2,ADA30_HUMAN
ENSP00000265707,Q9Y3Q7,ADA18_HUMAN
ENSP00000260408,O14672,ADA10_HUMAN
ENSP00000256412,O15204,ADEC1_HUMAN
ENSP00000412085,H7C3I4,H7C3I4_HUMAN
ENSP00000352177,Q9UKF5,ADA29_HUMAN
ENSP00000175238,Q9H2U9,ADAM7_HUMAN
ENSP00000347464,Q14161,GIT2_HUMAN
ENSP00000263125,Q04759,KPCT_HUMAN
ENSP00000331602,Q05655,KPCD_HUMAN
ENSP00000335620,P08263,GSTA1_HUMAN
ENSP00000420168,P09210,GSTA2_HUMAN
ENSP00000360028,Q7RTV2,GSTA5_HUMAN
ENSP00000381607,P09211,GSTP1_HUMAN
ENSP00000358851,Q03013,GSTM4_HUMAN
ENSP00000256593,P46439,GSTM5_HUMAN
ENSP00000241337,P28161,GSTM2_HUMAN
ENSP00000311469,P09488,GSTM1_HUMAN
ENSP00000348565,Q9GZZ9,UBA5_HUMAN
ENSP00000360709,P08238,HS90B_HUMAN
ENSP00000216281,P07900,HS90A_HUMAN
ENSP00000421315,K7N7A8,K7N7A8_HUMAN
ENSP00000311165,P29972,AQP1_HUMAN
ENSP00000498622,P30301,MIP_HUMAN
ENSP00000297991,Q92482,AQP3_HUMAN
ENSP00000219919,O43315,AQP9_HUMAN
ENSP00000199280,P41181,AQP2_HUMAN
ENSP00000297988,O14520,AQP7_HUMAN
ENSP00000372654,P55087,AQP4_HUMAN
ENSP00000318355,Q96PS8,AQP10_HUMAN
ENSP00000293599,P55064,AQP5_HUMAN
ENSP00000320247,Q13520,AQP6_HUMAN
ENSP00000374467,Q09428,ABCC8_HUMAN
ENSP00000497274,Q92887,MRP2_HUMAN
ENSP00000003084,P13569,CFTR_HUMAN
ENSP00000261200,O60706,ABCC9_HUMAN
ENSP00000333926,O15440,MRP5_HUMAN
ENSP00000318697,Q9BUF5,TBB6_HUMAN
ENSP00000320295,Q13509,TBB3_HUMAN
ENSP00000451560,A0A0B4J269,A0A0B4J269_HUMAN
ENSP00000323313,Q14554,PDIA5_HUMAN
ENSP00000209884,Q9Y2M5,KLH20_HUMAN
ENSP00000299421,Q13418,ILK_HUMAN
ENSP00000376349,O95848,NUD14_HUMAN
ENSP00000271064,Q9GZM7,TINAL_HUMAN
ENSP00000310832,Q9UBX1,CATF_HUMAN
ENSP00000259470,O60911,CATL2_HUMAN
ENSP00000345344,P07711,CATL1_HUMAN
ENSP00000259782,Q9UJW2,TINAG_HUMAN
ENSP00000355759,P09874,PARP1_HUMAN
ENSP00000359621,Q8TDD5,MCLN3_HUMAN
ENSP00000359640,Q8IZK6,MCLN2_HUMAN
ENSP00000264079,Q9GZU1,MCLN1_HUMAN
ENSP00000385808,E9PES4,E9PES4_HUMAN
ENSP00000307078,P33176,KINH_HUMAN
ENSP00000311196,Q8IUM7,NPAS4_HUMAN
ENSP00000357306,Q92963,RIT1_HUMAN
ENSP00000216797,P25963,IKBA_HUMAN
ENSP00000333142,O60733,PLPL9_HUMAN
ENSP00000360998,Q5VYY1,ANR22_HUMAN
ENSP00000312988,Q15653,IKBB_HUMAN
ENSP00000396755,Q9H8S5,CCNP_HUMAN
ENSP00000262643,P24864,CCNE1_HUMAN
ENSP00000315743,Q16589,CCNG2_HUMAN
ENSP00000274026,P20248,CCNA2_HUMAN
ENSP00000368005,Q6ZMN8,CCNI2_HUMAN
ENSP00000362082,P30281,CCND3_HUMAN
ENSP00000435373,Q5T5M9,CCNJ_HUMAN
ENSP00000237654,Q14094,CCNI_HUMAN
ENSP00000227507,P24385,CCND1_HUMAN
ENSP00000255465,P78396,CCNA1_HUMAN
ENSP00000309181,O96020,CCNE2_HUMAN
ENSP00000344635,P51959,CCNG1_HUMAN
ENSP00000260746,P36405,ARL3_HUMAN
ENSP00000308925,Q9BXR5,TLR10_HUMAN
ENSP00000296795,O15455,TLR3_HUMAN
ENSP00000494425,O60603,TLR2_HUMAN
ENSP00000298386,Q8WXD0,RXFP2_HUMAN
ENSP00000367157,A6NJW4,LRR3C_HUMAN
ENSP00000291592,Q9BY71,LRRC3_HUMAN
ENSP00000260061,Q14392,LRC32_HUMAN
ENSP00000361185,A6NDA9,LRIT2_HUMAN
ENSP00000389600,Q9Y2C9,TLR6_HUMAN
ENSP00000379880,Q96PB8,LRC3B_HUMAN
ENSP00000328625,Q86YC3,LRC33_HUMAN
ENSP00000303248,Q9HBX9,RXFP1_HUMAN
ENSP00000354932,Q15399,TLR1_HUMAN
ENSP00000496355,A0A2R8Y7Z4,A0A2R8Y7Z4_HUMAN
ENSP00000344242,Q8N6Y2,LRC17_HUMAN
ENSP00000215539,P35858,ALS_HUMAN
ENSP00000370034,Q9NYK1,TLR7_HUMAN
ENSP00000218032,Q9NR97,TLR8_HUMAN
ENSP00000332668,Q8WUA8,TSK_HUMAN
ENSP00000256447,Q99467,CD180_HUMAN
ENSP00000363089,O00206,TLR4_HUMAN
ENSP00000393541,Q9BW83,IFT27_HUMAN
ENSP00000497931,O95342,ABCBB_HUMAN
ENSP00000346206,Q03518,TAP1_HUMAN
ENSP00000364032,Q03519,TAP2_HUMAN
ENSP00000391806,E7ENX8,E7ENX8_HUMAN
ENSP00000478255,P08183,MDR1_HUMAN
ENSP00000355637,Q9NRK6,ABCBA_HUMAN
ENSP00000360777,Q9NRR6,INP5E_HUMAN
ENSP00000432901,Q4KMG0,CDON_HUMAN
ENSP00000432901,E9PN78,E9PN78_HUMAN
ENSP00000498769,Q8TD84,DSCL1_HUMAN
ENSP00000335623,Q86VR7,VS10L_HUMAN
ENSP00000368314,Q92823,NRCAM_HUMAN
ENSP00000436552,Q9UPX0,TUTLB_HUMAN
ENSP00000447006,Q12860,CNTN1_HUMAN
ENSP00000332773,Q8IVU1,IGDC3_HUMAN
ENSP00000507783,Q9BWV1,BOC_HUMAN
ENSP00000420321,Q9Y6N7,ROBO1_HUMAN
ENSP00000359077,P32004,L1CAM_HUMAN
ENSP00000417164,Q9HCK4,ROBO2_HUMAN
ENSP00000383303,O60469,DSCAM_HUMAN
ENSP00000357073,Q9P2J2,TUTLA_HUMAN
ENSP00000217939,Q9NR99,MXRA5_HUMAN
ENSP00000282466,Q6WRI0,IGS10_HUMAN
ENSP00000376421,Q58EX2,SDK2_HUMAN
ENSP00000256509,O00533,NCHL1_HUMAN
ENSP00000251296,Q96ID5,IGS21_HUMAN
ENSP00000261908,Q92859,NEO1_HUMAN
ENSP00000352172,Q8N0Z9,VSI10_HUMAN
ENSP00000383392,O15394,NCAM2_HUMAN
ENSP00000319623,Q8TDY8,IGDC4_HUMAN
ENSP00000330633,Q02246,CNTN2_HUMAN
ENSP00000407822,Q9UQ52,CNTN6_HUMAN
ENSP00000263665,Q9P232,CNTN3_HUMAN
ENSP00000304945,Q8WZ75,ROBO4_HUMAN
ENSP00000344786,O94856,NFASC_HUMAN
ENSP00000337332,Q8N6T7,SIR6_HUMAN
ENSP00000282753,Q13255,GRM1_HUMAN
ENSP00000306138,P41594,GRM5_HUMAN
ENSP00000337103,P28329,CLAT_HUMAN
ENSP00000309198,Q15386,UBE3C_HUMAN
ENSP00000383042,O60341,KDM1A_HUMAN
ENSP00000418447,P67775,PP2AA_HUMAN
ENSP00000221138,P62714,PP2AB_HUMAN
ENSP00000507194,Q9UHB4,NDOR1_HUMAN
ENSP00000333300,Q7Z5P4,DHB13_HUMAN
ENSP00000367668,Q495T6,MMEL1_HUMAN
ENSP00000347409,P23276,KELL_HUMAN
ENSP00000302051,O95672,ECEL1_HUMAN
ENSP00000364028,P42892,ECE1_HUMAN
ENSP00000353679,P08473,NEP_HUMAN
ENSP00000252711,O95299,NDUAA_HUMAN
ENSP00000434830,Q7Z2Y5,NRK_HUMAN
ENSP00000507200,A0A804HIS2,A0A804HIS2_HUMAN
ENSP00000478552,Q99558,M3K14_HUMAN
ENSP00000345083,P46734,MP2K3_HUMAN
ENSP00000263056,P41279,M3K8_HUMAN
ENSP00000358770,Q9H2G2,SLK_HUMAN
ENSP00000389015,P0C263,SBK2_HUMAN
ENSP00000194530,Q9C0K7,STRAB_HUMAN
ENSP00000376317,Q9H2K8,TAOK3_HUMAN
ENSP00000336655,Q7RTN6,STRAA_HUMAN
ENSP00000311713,O95747,OXSR1_HUMAN
ENSP00000468348,P52564,MP2K6_HUMAN
ENSP00000310094,Q9UL54,TAOK2_HUMAN
ENSP00000358042,Q9H0R6,GATA_HUMAN
ENSP00000265148,Q02224,CENPE_HUMAN
ENSP00000357867,Q9UBF8,PI4KB_HUMAN
ENSP00000356908,Q9P1P5,TAAR2_HUMAN
ENSP00000342560,Q9Y5N1,HRH3_HUMAN
ENSP00000482287,Q99679,GPR21_HUMAN
ENSP00000482287,H9NIL4,H9NIL4_HUMAN
ENSP00000275200,Q969N4,TAAR8_HUMAN
ENSP00000424607,Q96RI9,TAAR9_HUMAN
ENSP00000256906,Q9H3N8,HRH4_HUMAN
ENSP00000358107,Q9ULX7,CAH14_HUMAN
ENSP00000498065,P35218,CAH5A_HUMAN
ENSP00000084798,O75493,CAH11_HUMAN
ENSP00000314099,Q9Y2D0,CAH5B_HUMAN
ENSP00000366662,P23280,CAH6_HUMAN
ENSP00000178638,O43570,CAH12_HUMAN
ENSP00000367608,Q16790,CAH9_HUMAN
ENSP00000429798,P00915,CAH1_HUMAN
ENSP00000405388,Q9NS85,CAH10_HUMAN
ENSP00000347427,Q8N4C8,MINK1_HUMAN
ENSP00000399511,Q9UKE5,TNIK_HUMAN
ENSP00000265983,P02790,HEMO_HUMAN
ENSP00000215743,P24347,MMP11_HUMAN
ENSP00000246186,Q9Y5R2,MMP24_HUMAN
ENSP00000260227,P09237,MMP7_HUMAN
ENSP00000236826,P22894,MMP8_HUMAN
ENSP00000322788,P03956,MMP1_HUMAN
ENSP00000286614,P51512,MMP16_HUMAN
ENSP00000353767,Q9ULZ9,MMP17_HUMAN
ENSP00000473853,Q9H239,MMP28_HUMAN
ENSP00000260229,Q9H306,MMP27_HUMAN
ENSP00000313437,Q99542,MMP19_HUMAN
ENSP00000361405,P14780,MMP9_HUMAN
ENSP00000299855,P08254,MMP3_HUMAN
ENSP00000219271,P51511,MMP15_HUMAN
ENSP00000458585,P39900,MMP12_HUMAN
ENSP00000260228,O60882,MMP20_HUMAN
ENSP00000308208,P50281,MMP14_HUMAN
ENSP00000260302,P45452,MMP13_HUMAN
ENSP00000348308,O75900,MMP23_HUMAN
ENSP00000420211,O15211,RGL2_HUMAN
ENSP00000310244,O95267,GRP1_HUMAN
ENSP00000510694,A0A8I5KZ40,A0A8I5KZ40_HUMAN
ENSP00000369823,A0A0A0MRX4,A0A0A0MRX4_HUMAN
ENSP00000265080,O14827,RGRF2_HUMAN
ENSP00000452781,Q13972,RGRF1_HUMAN
ENSP00000479844,Q8TDF6,GRP4_HUMAN
ENSP00000354097,Q9NZL6,RGL1_HUMAN
ENSP00000426948,E9PCH4,E9PCH4_HUMAN
ENSP00000421684,Q8TEU7,RPGF6_HUMAN
ENSP00000493691,A0A2R8Y471,A0A2R8Y471_HUMAN
ENSP00000361120,Q12967,GNDS_HUMAN
ENSP00000395708,O95398,RPGF3_HUMAN
